"Classe";"Texto"
"Contras";"O UNICO DEFEITO EH QDO VOU FAZER AS REVISOES, OS MECANICOS SAO PESSIMOS,ELES QUEBRAM TUDO POIS ENTRA BOM E SAI COM DEFEITOS.LEVEI PRA BALANCEAR,E SAI MAIS TORTO DO Q NAO ESTAVA,NAO VAZAVA OLEO E SAIU DA REVISAO VAZANDO,ENTRA SEM BARULHO E SAI DA REVISAO COM BARULHOS VC RECLAMA E OS MECANICOS TENTAM TE CONVENCER Q EH ASSIM MESMO...TA TERRIVEL ASSIM, ESTOU PENSANDO EM VOLTAR PRO VW"
"Contras";"O controle dos vidros elétricos e o destravamento das portas no centro painel atrapalham muito a ergonomia do carro. O carro deixa passar muitos ruídos para dentro da carroceria, mesmo com os vidros fechados, ar condicionado ligado e som em volume médio e possível ouvir o barulho. Ainda com poucas concessionárias cidades atendidas no interior do país ememplo:GO-3 cidades MT- 1 MG-7 MS-2 BA-3 como estes estados são grandes os compradores precisarão percorrer um longa distância para fazerem suas revisões e manter a garantia."
"Contras";"A fragilidade do suporte do estepe que fica fora do carro feito com ferro de obra e mau soldado em duas semanas roubaram-me, meu prejuizo CR$ 600,00, ainda nem paguei a 1.prestação."
"Contras";"ERGONOMIA tirei um ponto por causa do acesso aos comandos dos vidros elétricos dianteiros e traseiros localizados no painel frontal do carro, um absurdo que foi sanado pela RENAULT no SANDERO 2012 a ser lançado em junho/julho deste ano, ao colocá-los nas portas. ACABAMENTO igualmente tirei um ponto, por causa da qualidade dos materiais, poderia ser melhor, e, principalmente, devido ao isolamento acústico, precisa melhorar. CONSUMO 9,5km/l na cidade com gasolina e 10,5km/l na estrada com gasolina, é razoável considerando a motorização e a kilometragem rodada 6000 km, contudo tirei um ponto, não poderia dar 10. ESTABILIDADE não chega a ser ponto negativo, considerando a altura da suspensão em relação ao solo, recomendando do motorista maior atenção em curvas de alta velocidade, como ocorre em todos os modelos nacionais com esta característica."
"Contras";"Acho que a Renault deveria colocar como item de serie em todos os veiculo 1.0 16v protetores auditivos uma vez que o motor do veiculo emite mais ruídos que um fusca, o carro vive batendo válvulas."
"Contras";"O farol não ilumina tão bem, esta voltando muito para baixo e mesmo com ajuste manual não ficou melhor do que antes. Mt ruido principalmente no descarga, na cabine é algo toleravel. Controle dos vidros dianteiros no painel central já virou figurinha repetida aqui, mas os controles dos vidros traseiros fica em uma posição pior ainda, para o motorista fechar os vidros traseiros é necessário catar os botões no final do painel central onde fica o freio de mão. A establidade tb não é das melhores devido a altura do carro em relação ao solo"
"Contras";"Só nao gostei dos puxadores internos nas portas traseiras."
"Contras";"Barulho interno barulho do motor e como todas as outras marcas que operam no Brasil, o pós venda inexxiste.concessionárias não são confiáveis. Levo o meu em um mecânico de confiança. Gasto em média 60 menos."
"Contras";"Os vidros não fecham no controle da chave. Ar condicionado faz um pouco de barulho."
"Contras";"Barulho interno excessivo, consumo alto, não tem retomada, ar condicionado muito ruim, vidros eletricos não funcionam se a chave não estiver na posição ligado."
"Contras";"Por se tratar de 1.0 não responde nas retomadas como desejado, o consumo mais ou menos."
"Contras";"Pastilhas de freio de baixíssima durabilidade, assistência técnica cara e consumo elevado."
"Contras";"A falta de computador de bordo, que modelos de menor valor já apresentam O buraco que fica no painel dos modelos que não tem airbagO consumo."
"Contras";"Fragilidade e Baixa Potência. Atendimento ao cliente muito ruim. Renault Assistance, não funciona."
"Contras";"Falta regulagem de altura do volante, muitos parafusos compridos aparentes na fixação dos paralamas, na caixa de roda traseira."
"Contras";"MUUUUUUITO BARULHENTO - péssimo material de acabamento - tapetes soltam mais pelo que cachorro velho - Espelhos externos muito pequenos - BEBERRÃO - CADÊ O FILTRO DO AR CONDICIONADO? - Painel BARULHENTO - Cinto de segurança começa a torcer, esgarçar e empenar cedo cedo - Embreagem e caixa de marchas não se entendem a ré arranha sempre- Suspensão barulhenta - Bebe, embora 1.0 bebe mais que 2.0 - E o desempenho????? R: mediocre."
"Contras";"queria saber o porque daquele buraco no painel, quando tem o air bag é fechado e quando não tem fica só o buraco"
"Contras";"O consumo é a única coisinha que não está me agradando nem ao meu marido!"
"Contras";"Gostaria que tivesse um consumo melhor, mas está na média e como moro em cuiabá, eu já saio de casa com o ar ligado, não tem como ser muito economico mesmo"
"Contras";"ALTO CONSUMO DE COMBUSTIVEL."
"Contras";"O carro não tem muito conforto, a posição dos vidros elétricos é muito ruim, muito barulhento."
"Contras";"Quando frio fazia um barulho de correia e foi necessário troca-lá. Nunca mais ficou o mesmo depois da troca da tal correia, ao reduzir a velocidade para passar em uma lombada motor raja quando acelera, muito incomodo."
"Contras";"Alguns ruídos no começo da aquisição do carro. Perfeitamente corrigidos pela concessionária, era um ruído no capo do motor, faltava um parafuso bem encaixado."
"Contras";"MUITOS PECADOS DE PROJETO E ACABAMENTO, DISPOSIÇÃO DO CONTROLE DE VIDROS ELÉTRICOS, RUÍDOS"
"Contras";"acabamento muito ruim, um carro fragil, iluminação do farois pessima, lataria pessima, estofamento ruim, motor muito barulhento, perto dos pedais calor"
"Contras";"Preço de revenda"
"Contras";"estepe fora do carro"
"Contras";"Apresentou defeito com menos de três meses de uso ar condicionado sem potência não é muito comercial."
"Contras";"Botões de controle do vidro no painel central."
"Contras";"ACABAMENTO DE PESSIMA QUALIDADE, PARECE QUE NAO TEM FORRAÇÃO ACUSTICA"
"Contras";"Ruídos - Todo o barulho do motor vai pra dentro da cabine, as molas dos bancos também fazem barulho irritante, o barulho do AC na velocidade 1 é baixo, na três vc precisa aumentar e muito o volume do som, depois de encher o tanque você escuta o combustível facinho lá dentro. Ou seja, isolamento acústico é PÉSSIMO."
"Contras";"O step externo muito fácil de ser roubado. Por segurança coloquei o CABOSEG. Esse tipo de segurança deveria ser oferecido pelo próprio fabricante."
"Contras";"Estepe do lado de fora ainda não foi usado."
"Contras";"Farol é extremamente fraco, se possível optem pelo farol de milha, acho que irá ajudar bastante. Freios ruins, tem que acostumar com a pisada. Aerodinâmica do veículo nem se fale, ao passar por um caminhão o carro balança inteiro, muito sensível aos ventos laterais em estrada. Isolamento acústico fraco, o ruído é alto, porém na média da categoria. Poderia incluir vidros elétricos traseiros e retrovisores elétricos na versão."
"Contras";"barulho de gasolina no tanque, estepe posição ruim, volante atrapalha a visão do painel,barulho peças plasticas"
"Contras";"Estepe embaixo do carro."
"Contras";"Poderia ser mais econômico, apesar de estar na média 7km com 1L de álcool na cidade. Apresenta alguns barulhos no interior mais nada que incomode muito. O valor da revenda não parece ser bom."
"Contras";"Ruidos internos que nao sao tao horriveis assim..."
"Contras";"O nível de ruídos internos poderia ser menor, mas não chega a ser absurdo como estão falando aqui no site. Não optei pelo som original com comando satélite na coluna de direção, o que é muito bom, pq só tem entrada auxiliar, não vem com USB."
"Contras";"Hmmmm....não tem opção de piloto automático, nem medidor de temperatura."
"Contras";"O ponto mais negativo é o barulho interno. Barulho da chuva no teto, ouve-se a transmissão, grilos aqui e ali. A Renault deveria despedir quem resolveu economizar desse jeito. O carro e o dono não merecem essa falta de respeito."
"Contras";"o barulho do motor invade o habitáculo já aos 3.000 rpm e alguns ruídos no painel quando o carro passa por vias irregulares ou paralelepípedos."
"Contras";"ENGATE DE CÂMBIO PODIA SER MAIS PRECISO E MACIO!, ESTABILIDADE SAI DE TRASEIRA EM CURVAS MAIS FORTES!, FARÓL MUITO FRACO!, ACABAMENTO PODIA SER MELHOR"
"Contras";"painel pobre para o valor do carro, parace de carro de R$15.000, mal colocados, simples demais, por 45.000 teriam qui ser bem mais acabados e o ar condicionado é fraco"
"Contras";"O carro é muito pesado para o motor 1.0 16v Autentic, Motor muito barrulhento, principalemente em subidas, Qualidade das palhetas originais é algo ridiculo, não funciona direito! Qualidade do tecido do estofamento é horrivel também, ja estou pensando em colocar capas para não detonar as mesmas.Como sou alto a visibilidade do painel não é boa! tenho que abaixar a cabeça as vezes para verificar os instrumentos!"
"Contras";"O motor 1.0, apesar dos 77cv, não correspondeu às expectativas, principalmente na estrada. O carro demora para desenvolver velocidade gerando bastante insegurança nas ultrapassagens. Tem retomada muito fraca, somente consegui um torque melhor na 3ª marcha. Até para subir ladeira em 1ª marcha, dependendo do grau de inclinação, há necessidade de subir o giro do motor, caso contrário o carro pode morrer. Meu carro anterior Gol, também 1.0, tinha melhor retomada e aceleração. O Sandero também faz muito barulho em alta velocidade e no paralelepípedo aparecem uns barulhos estranhos vou verificar na concessionária."
"Contras";"Realmente o ponto negativo deste hatch é exatamente o ruído do motor, um toque no acelerador e o bichinho grita. Porém, apenas isto me incomodou."
"Contras";"calor do motor entra no carro deixando insuportável, assento do banco do motorista rasgou com 30000km e a concessionária trocou, barulhos: no painel, tanque de gasolina, motor, péssimo acabamento interno muito fraco, ar condicionado fraco e barulhento, posição de acionamento dos vidros péssima, economia sem sentido, limpador de para brisa dianteiro trocado com 2000km"
"Contras";"Ruido do motor mais pela falta de forro no capò. falta de acabamento na parte das dobradicas do capô."
"Contras";"Acabamento, estepe posição incomoda"
"Contras";"Acabamento ruim, nivel de ruido excessivos, freios com desgaste prematuro, suspensão barulhenta desde os 1000 km , limpador de parabrisa com baixa velocidade, tecidos dos bancos muito simples sujam com facilidade, atendimento ruim na concessionária ,aceleraçao irregular com pouca kilometragem 5 mil km, voltante vibra ao passar em buracos, cambio balança."
"Contras";"Meu carro está com 19000km rodados. O barulho do motor dentro do carro é bem alto, um mecânico me mostrou o motivo: nos pés do motorista e passageiro da frente, o assoalho do carro é bem fino na altura do motor. Batam com a mão fechada e vocês confirmarão o que eu digo. O acionamento do vidro elétrico no centro no painel é horrível, até hoje não me acostumei. Não gosto do estepe a vista na parte de baixo do porta-malas, fico sempre apreensivo que ele será roubado cada vez que deixo o carro estacionado."
"Contras";"ja tive problemas com suspenção, com radio, painel, e outros ruidos que não deve aparecer em um carro 0 km"
"Contras";"Ruido Interno, Motor fraco para retomadas, Só anda bem depois dos 3mil giros do motor, motor muito barulhento."
"Contras";"Acho que é o normal de um carro 1.0, mas as vezes sinto falta de um motor mais potente.Acho que deveria ter comprado 1.6O botão do vidro no painel é meio estranho também."
"Contras";"Posição de acionamento dos vidros, Barulho de gasolina no tanque. Plásticos não são muito resistentesNão sei se é exclusividade dele, ou dos carros novos."
"Contras";"RUIDO INTERNO, PRINCIPALMENTE DA FORRAÇÃO DO TETO. SUSPENSÃO, AVALIADA PELA CONCESSIONARIA COM RUIDO SEM QUE SE TENHA UMA SOLUÇÃO CLARA. MARCADOR DE COMBUSTIVEL, TRÊS VEZES SUBSTITUIDO, INCLUINDO O TANQUE, MAS CONTINUA A NÃO MARCAR CORRETAMENTE."
"Contras";"A lataria é muito frágil no meu entender, mais frágil que os de outra marca, e o acabamento interno não é de primeira qualidade também deixa a desejar."
"Contras";"Problemas no marcador do combustível e tampa de abastecimento, já resolvido pela concessionária."
"Contras";"motor fraco antes tinha um fiesta que era pior, mais mesmo assim o motor do sandero deixa a desejar, acabamento interno um pouco simples"
"Contras";"BANCOS DESCONFORTAVEIS / 1ª MARCHA ESTRANHA / BARULHO DO MOTOR EM MARCHA LENTA / ACABAMENTO INTERNO MUITO FRACO / AR CONDICIONADO FRACO."
"Contras";"O limpador de parabrisa é muito barulhento. Um acabamento muito simples pelo preço e ser um top de linha. Garantia de 3 anos fajuta! Revisões e peças muito caras. Pós venda muito ruim."
